BField (G),freq polarisation=-1,rel. intensity polarisation=-1,freq polarisation=0,rel. intensity polarisation=0,freq polarisation=1,rel. intensity polarisation=1
0,1.7389662636522112,0.07617600000000001,1.7389662636522125,0.149769,1.7203232398330912,0.148225
0.1,1.8599624603583345,0.25,1.74928342291436,0.096721,-1.20856390978201,0.04326400000000001
0.2,1.9999249207166687,0.25,1.784163200169191,0.091204,-1.26272255182879,0.04000000000000001
0.30000000000000004,2.1398873810750034,0.25,1.8251103367230512,0.085849,-1.2984666822788644,0.036481
0.4,2.2798498414333377,0.25,-0.9589649898144343,0.08643599999999999,-2.9815780983544036,0.034225
0.5,2.419812301791672,0.25,-0.9188796893832782,0.091809,-3.0768343279423314,0.04000000000000001
0.6,2.559774762150006,0.25,-0.884845251274508,0.097344,-3.1937057989590607,0.045369
0.7,2.6997372225083405,0.25,-0.8567040544068785,0.1024,-3.3285360608828407,0.049729
0.7999999999999999,2.8396996828666747,0.25,-0.8342345850385979,0.10758400000000001,-3.4779502711473183,0.053824000000000004
0.8999999999999999,2.979662143225009,0.25,-0.8171638135989148,0.11222500000000002,-3.639115586666613,0.05712100000000001
0.9999999999999999,3.1196246035833433,0.25,-0.8051809922462732,0.11628100000000002,-3.809769033714853,0.060024999999999995
1.0999999999999999,3.2595870639416775,0.25,-0.7979514512927679,0.12040900000000002,-3.9881425356162974,0.062001
1.2,3.399549524300012,0.25,-0.7951292608252238,0.12460899999999998,-4.1728628186808,0.064516
1.3,3.539511984658347,0.25,-0.7963680174917047,0.128164,-4.362859605125271,0.066049
1.4000000000000001,3.679474445016681,0.25,-0.8013294094857946,0.131044,-4.557291706316034,0.06760000000000001
1.5000000000000002,3.8194369053750012,0.25,-0.8096895343024952,0.133956,-4.755490805435173,0.06916900000000001
1.6000000000000003,3.9593993657333364,0.25,-0.821143163936942,0.136161,-4.956919717545173,0.07022500000000001
1.7000000000000004,4.099361826091671,0.25,-0.8354062730267602,0.139129,-5.161141631514459,0.071289
1.8000000000000005,4.239324286450005,0.25,-0.8522171871261381,0.141376,-5.367797408941391,0.07236100000000001
1.9000000000000006,4.37928674680834,0.25,-0.87133669651696,0.142884,-5.576588718022157,0.0729
2.0000000000000004,4.519249207166673,0.25,-0.892547439083093,0.145161,-5.787265384349126,0.073441
2.1000000000000005,4.659211667525009,0.25,-0.9156528014510283,0.146689,-5.999615801660829,0.07452900000000001
2.2000000000000006,4.799174127883343,0.25,-0.9404755323191227,0.148225,-6.213459579812996,0.07507600000000002
2.3000000000000007,4.939136588241679,0.25,-0.9668562120311401,0.14899600000000002,-6.42864184403618,0.07562500000000001
2.400000000000001,5.079099048600012,0.25,-0.9946516807493468,0.150544,-6.645028765830787,0.07617600000000001
2.500000000000001,5.219061508958347,0.25,-1.0237334945490089,0.151321,-6.862504022519637,0.07617600000000001
2.600000000000001,5.359023969316683,0.25,-1.0539864536778536,0.15288100000000002,-7.080965964645859,0.07672900000000002
2.700000000000001,5.498986429675016,0.25,-1.085307228865009,0.15366400000000002,-7.300325328654743,0.07728400000000002
2.800000000000001,5.638948890033351,0.25,-1.1176030985744703,0.154449,-7.520503373935318,0.07784100000000002
2.9000000000000012,5.778911350391686,0.25,-1.1507908012281138,0.155236,-7.7414303533344295,0.07784100000000002
3.0000000000000013,5.918873810750021,0.25,-1.1847955006123603,0.15602500000000002,-7.963044248135617,0.07840000000000001
3.1000000000000014,6.058836271108355,0.25,-1.2195498590805478,0.15602500000000002,-8.185289714590825,0.07840000000000001
3.2000000000000015,6.19879873146669,0.25,-1.2549932111147415,0.156816,-8.408117201050747,0.07896100000000002
3.3000000000000016,6.338761191825025,0.25,-1.291070828825731,0.15760900000000003,-8.631482203709812,0.07896100000000002
3.4000000000000017,6.478723652183358,0.25,-1.327733270691029,0.15760900000000003,-8.855344635773928,0.07896100000000002
3.5000000000000018,6.618686112541694,0.25,-1.364935805002092,0.15840400000000002,-9.079668290049336,0.07952400000000001
3.600000000000002,6.758648572900029,0.25,-1.4026378999353195,0.159201,-9.30442037895115,0.07952400000000001
3.700000000000002,6.898611033258362,0.25,-1.4408027727540151,0.159201,-9.529571139039266,0.07952400000000001
3.800000000000002,7.038573493616683,0.25,-1.479396991308632,0.16000000000000003,-9.755093489624517,0.08008900000000002
3.900000000000002,7.178535953975018,0.25,-1.518390121676961,0.16000000000000003,-9.980962736910023,0.08008900000000002
4.000000000000002,7.318498414333352,0.25,-1.5577544164417372,0.16000000000000003,-10.20715631666048,0.08008900000000002
4.100000000000001,7.458460874691685,0.25,-1.5974645387197448,0.16080100000000003,-10.433653569613877,0.08008900000000002
4.200000000000001,7.598423335050018,0.25,-1.6374973176255514,0.16080100000000003,-10.66043554483487,0.08065600000000002
4.300000000000001,7.738385795408352,0.25,-1.677831531368378,0.16080100000000003,-10.887484827005848,0.08065600000000002
4.4,7.878348255766685,0.25,-1.7184477146432702,0.16160400000000003,-11.114785384301364,0.08065600000000002
4.5,8.018310716125018,0.25,-1.75932798738922,0.16160400000000003,-11.34232243402317,0.08065600000000002
4.6,8.158273176483352,0.25,-1.8004559023506097,0.16160400000000003,-11.570082323611025,0.08065600000000002
4.699999999999999,8.298235636841685,0.25,-1.8418163091985154,0.16240900000000003,-11.798052425006343,0.08122500000000002
4.799999999999999,8.438198097200019,0.25,-1.8833952332490584,0.16240900000000003,-12.026221040646357,0.08122500000000002
4.899999999999999,8.578160557558352,0.25,-1.9251797670616293,0.16240900000000003,-12.254577319617592,0.08122500000000002
4.999999999999998,8.718123017916685,0.25,-1.9671579734141442,0.16240900000000003,-12.483111182707283,0.08122500000000002
5.099999999999998,8.858085478275019,0.25,-2.009318798339663,0.16240900000000003,-12.711813255268321,0.08122500000000002
5.1999999999999975,8.998047938633352,0.25,-2.051651993071502,0.16321600000000003,-12.940674806962397,0.08122500000000002
5.299999999999997,9.138010398991685,0.25,-2.0941480438861806,0.16321600000000003,-13.169687697572087,0.08122500000000002
5.399999999999997,9.277972859350019,0.25,-2.1367981089570955,0.16321600000000003,-13.398844328180392,0.08122500000000002
5.4999999999999964,9.417935319708352,0.25,-2.179593961439682,0.16321600000000003,-13.62813759710722,0.08179600000000002
5.599999999999996,9.557897780066686,0.25,-2.2225279381027985,0.16321600000000003,-13.857560860070922,0.08179600000000002
5.699999999999996,9.697860240425019,0.25,-2.2655928929029923,0.16321600000000003,-14.087107894109845,0.08179600000000002
5.799999999999995,9.837822700783349,0.25,-2.3087821549698413,0.16402500000000003,-14.316772864856532,0.08179600000000002
5.899999999999995,9.977785161141682,0.25,-2.3520894905330607,0.16402500000000003,-14.546550296807034,0.08179600000000002
5.999999999999995,10.117747621500015,0.25,-2.395509068376697,0.16402500000000003,-14.776435046270713,0.08179600000000002
6.099999999999994,10.257710081858349,0.25,-2.4390354284535256,0.16402500000000003,-15.006422276723073,0.08179600000000002
6.199999999999994,10.397672542216682,0.25,-2.48266345333467,0.16402500000000003,-15.236507436316632,0.08179600000000002
6.299999999999994,10.537635002575016,0.25,-2.5263883422062,0.16402500000000003,-15.466686237332897,0.08179600000000002
6.399999999999993,10.677597462933349,0.25,-2.5702055871566785,0.16402500000000003,-15.696954637383106,0.08179600000000002
6.499999999999993,10.817559923291682,0.25,-2.614110951528092,0.16402500000000003,-15.927308822186863,0.08179600000000002
6.5999999999999925,10.957522383650016,0.25,-2.6581004501273853,0.16402500000000003,-16.157745189776577,0.08179600000000002
6.699999999999992,11.09748484400835,0.25,-2.7021703311180296,0.16402500000000003,-16.388260335992207,0.08179600000000002
6.799999999999992,11.237447304366682,0.25,-2.7463170594302078,0.164836,-16.618851041145156,0.08236900000000003
6.8999999999999915,11.377409764725016,0.25,-2.7905373015455766,0.164836,-16.849514257743213,0.08236900000000003
6.999999999999991,11.51737222508335,0.25,-2.8348279115275403,0.164836,-17.080247099179463,0.08236900000000003
7.099999999999991,11.657334685441683,0.25,-2.8791859181815074,0.164836,-17.311046829298252,0.08236900000000003
7.19999999999999,11.797297145800016,0.25,-2.923608513241433,0.164836,-17.541910852760072,0.08236900000000003
